x,y,z,Frame
33.10858461778904,-5.591228211862104,-88.1428090456848,8
-8.78770206437631,32.81832203976988,-57.37717985511983,8
-4.839168095415005,35.31494675249138,-58.22455715544505,8
13.28509200871558,42.18827511614482,-52.00166471588114,8
18.36454941208533,41.86048038412924,-44.544960994333564,8
-8.724253089970668,19.672177060505433,-28.332353287913694,8
30.853111947568937,26.559545185395436,-33.22017387468539,8
27.32963182104416,32.37371334563616,-46.48376615857192,8
27.65340850605879,21.58088334022159,-79.82333692803873,8
40.03377244752286,-15.134001004767962,-68.36273694298855,8
29.092658899929706,-17.26270918459387,-85.31643762559713,8
38.573885247427874,-2.4621662307130503,-48.39573171628329,8
43.141847285316395,-2.933733569300968,-75.7306632346526,8
44.43114819123741,15.687769491835073,-62.139539373844144,8
25.345197416027084,-7.004510546978725,-89.24340787994494,8
14.306194108487945,9.292174640322152,-78.31142489471894,8
24.010472006365923,42.228838480498666,-60.02643018906349,8
27.513529449741846,-17.447882972560752,-78.53602818649088,8
38.73739011738715,-3.738495354579642,-81.441711971577,8
33.76899336848499,18.81096022604766,-70.50386520715318,8
0.02025359107125981,22.384117274587787,-25.794577844882053,8
-16.277772163261652,22.3027589559513,-44.2058885628412,8
-9.084559436859184,18.586347282935304,-25.372547678811944,8
3.087341035560567,16.162186254096156,-20.47119639242443,8
-17.01050428456571,19.390140142034245,-29.349129390768454,8
-5.792063586176209,20.37603791508089,-15.737568736878254,8
2.292627549330957,15.776832559663244,-12.900302717143427,8
0.92394395554241,4.997109405595091,-14.02870063193674,8
-14.642715061238503,10.280889369942114,-27.57280902711319,8
-18.05788773408286,10.646675096299651,-43.320160493119914,8
-2.926163946080484,4.240864651167516,-25.473208810745128,8
-13.960360053030792,1.7428215869689516,-37.02202347665576,8
10.194530346978599,28.069242923718992,-24.98129732419878,8
18.334161856796886,14.992247694037236,-39.033428528631774,8
-9.6679317594444,-1.801764921281293,-27.506210353551953,8
37.83539631447754,26.12591361666162,-54.059044578970244,8
6.132434588292119,17.464649213481746,-71.72948337783696,8
26.05134687050763,28.389208334965684,-61.21403190720138,8
33.39996948861215,3.076262872860368,-33.71298016565807,8
26.618739680854244,1.1052952292581624,-78.25210807214224,8
37.84574936007281,-10.283920458567396,-57.384365510852724,8
40.3175692618759,6.044443208972294,-67.12353355462733,8
19.954769199553542,0.5216608568575977,-81.7416597126813,8
32.86790984900732,2.8435111183225388,-71.05953151929988,8
-3.124431237069576,25.851463689251037,-70.59645654928437,8
-16.81871334671137,20.086370544009423,-47.52791824547344,8
-10.880756715458507,25.545206203803325,-66.56616926478767,8
13.110340099540705,5.761706402829797,-31.154115070783934,8
1.549441160943269,6.01702422258485,-24.228401637762122,8
3.0579665792723643,40.19557282827114,-59.14682563764471,8
42.82106717511984,-8.514997293580223,-71.22583828059084,8
39.75265321960663,6.209762166975329,-54.44257393216166,8
18.060201405868902,33.39588083902633,-28.53939395449203,8
29.75391261138294,-13.032168923751485,-88.45262179406922,8
36.277907363135114,-13.989810338573943,-94.7076885733856,8
36.19292340899773,18.20222168089853,-46.544202218439224,8
42.504135384780014,-0.0030583657591420044,-62.57152048256594,8
28.457080022641225,-17.5174678130576,-69.08910311120529,8
21.55129010091465,-10.47033597234192,-45.83854151487384,8
16.30692727630438,-1.3111063941808416,-34.48669902853358,8
26.630593411189412,-14.635014653676103,-57.4586398262879,8
5.70371974696049,24.886462095649563,-24.95728551348609,8
8.528185069821898,16.166791082249677,-31.23078729049409,8
-14.424709229574495,26.67417157207262,-50.18125516879685,8
-15.965317397386288,27.401716113053535,-57.12434551191886,8
21.27555578233008,26.461783282036738,-71.52102099414273,8
14.00183126785667,37.539934223453784,-67.05116654491725,8
37.85113553053737,-23.011240952209523,-78.36238236707183,8
40.79658014129922,-21.110961183020805,-90.44125638698225,8
46.93556083507623,-14.735596840407082,-86.02433291910842,8
-2.083796495232395,18.91976431884848,-65.44129519537262,8
-10.894504265912833,16.418331071167582,-56.75138239471782,8
-8.30765708177417,19.496723171443808,-63.82651080834716,8
-14.559598522468658,18.417524886823653,-60.42727242223121,8
-10.876017096310692,7.284783122265666,-51.24752385948548,8
-2.4713462338308827,4.198644747273208,-35.54550115156519,8
-7.481920938717934,3.346586461606076,-44.26717876356192,8
9.254940486187254,2.066649984568923,-36.41816600750337,8
3.3112280682777357,7.915551089467486,-37.53863708555401,8
-1.8621042541078958,2.473445294056171,-46.924128972479316,8
4.052073669855661,1.8229313680613306,-51.083344094282495,8
-4.406955053964668,8.350508944047801,-55.83891090046488,8
0.15556145713345776,3.1986538384637417,-57.478782872758316,8
-5.71856847101608,12.72714941959782,-59.93723273901544,8
0.48748421376732415,10.59726931101575,-63.23126355024968,8
20.898709325660658,-10.936405838161502,-76.49752807936281,8
18.880785359737448,-5.130951219303731,-83.6252578337561,8
21.85981351297897,-13.208189677627786,-72.87116097297806,8
24.53718802598107,-6.1667274861236905,-80.80326799146154,8
22.751835605367003,-13.424264551717103,-68.1581150123818,8
15.47052085935014,0.6332047910093183,-79.11179569852833,8
20.075187177588813,-12.2495516955908,-62.087992000855216,8
15.70765370010069,-10.181506110842175,-67.22301523959464,8
13.917082286879733,-7.095367464360238,-71.89316964296614,8
14.902752248416583,-3.023550750600378,-76.25357235022685,8
9.055878183421088,7.428449749779079,-76.7655945891928,8
9.383131856411579,-4.143488894586986,-67.83998093279133,8
10.712301226777756,-6.648835853853162,-60.728993905866666,8
16.691104057921624,-9.70386981311999,-52.60642386815251,8
9.423955501047178,0.9189591241580278,-71.04186691998663,8
14.467520496210449,-2.662808992493952,-43.244967555553494,8
7.500243580397469,-3.5952633404724286,-54.449177122644784,8
4.618605664857199,-0.25324069524500853,-63.356498841950675,8
5.497977580509645,5.53157686895449,-67.65417756839179,8
5.77307991895483,13.642998291265599,-68.85843734029555,8
8.884482535860226,-22.17719052023915,-67.20745718986036,8
-26.631312939970808,1.9262543543642698,-51.28603893065821,8
-41.35105732973607,9.293171815141468,-74.65289504732014,8
-28.646124554954355,22.046986097521522,-69.90993798316302,8
-45.4349366734062,2.000479087995534,-80.7629864062339,8
1.4024170366353865,-23.448431900684128,-46.08548621645032,8
-7.780930686090732,-16.784628383160307,-97.36990563875364,8
-21.49160336710579,23.2722017257406,-70.67234647806893,8
-10.430115574569085,-24.177893772638942,-53.805745738602056,8
-22.552910635680906,17.890352407743656,-58.363880322480746,8
-20.347732451572735,-13.953617571108047,2.8230357987538275,8
1.2504512193778028,-8.679561405534445,2.387321263821163,8
-5.275885269044417,2.939999386266124,-6.0633794888461905,8
-22.715192842571533,10.36496054777423,-51.70390721617582,8
-24.265208685935402,-21.19499633727695,-24.627220986164538,8
-8.393044456669086,-21.346162202038943,-20.761239176251884,8
-39.43948928776468,-3.8070828712008957,-61.862204213365345,8
7.546778915566858,-21.143495546878963,-78.11214820424225,8
-31.45659946279001,-1.91846354558009,-53.40624607039965,8
-23.25431401371029,-4.770244472355432,-3.3483673954825695,8
-17.12809594757113,3.374662784144725,-8.42944420371852,8
-27.14878107206566,-13.75041619801897,-39.80049805569983,8
-22.23037506709768,-18.851377097703814,-30.216617213571674,8
-22.987347646216833,-11.025597907382124,-0.4126587869011229,8
-8.909097646885337,-17.92970961642603,6.911979723866286,8
-1.292909815730928,1.2190629440734615,-3.4947571714434367,8
-37.041109969426074,-3.8421585908788374,-90.41681348051642,8
-0.4157001861146902,-22.73608897979503,-34.24809977188369,8
-15.42164496257441,-27.807642551162242,-38.794281068025754,8
-36.4293059966635,-27.11511776407424,-63.272095870935644,8
6.023368888909962,-21.765968052495186,-57.45637410341552,8
-3.6484203355293814,-25.92623007486953,-64.96474070453716,8
-27.423566520587467,-11.153835314154943,-90.43961736086683,8
-1.8736103967038273,-26.13507913919353,-83.49104672733692,8
-12.384188610513215,-28.227948456300695,-79.0654392166854,8
-16.30199592608764,-13.129913298528946,-96.43659233806666,8
-19.911927226025377,15.722562129816705,-55.621064769519,8
1.8058806999770276,8.560441417117918,-86.63321159472584,8
10.268438797278813,-0.24225924119823047,-89.57341748609868,8
-3.1700313716787054,14.397900174152786,-77.66331750372748,8
-15.602768022434397,19.16762490657121,-74.41239151919083,8
14.147486840495556,-11.143732106709143,-95.17332673421913,8
-28.439261467834477,-33.867221092924076,-72.49909988915886,8
