x	y	z	contour type	frameID	weight	time frame
11.98431	-10.95561	-30.57216	RV_INSERT	9001	2.0	12
-13.22071	12.19765	-73.01886	RV_INSERT	9001	2.0	12
-0.26749	5.12840	-84.45075	RV_INSERT	10001	2.0	12
11.23374	-18.61735	-51.97624	RV_INSERT	10001	2.0	12
14.95517	-4.33671	-91.75188	RV_INSERT	11001	2.0	12
15.02696	-21.20164	-74.92756	RV_INSERT	11001	2.0	12
28.39161	-15.94841	-98.29701	RV_INSERT	12001	2.0	12
26.75216	-20.80194	-94.73459	RV_INSERT	12001	2.0	12
6.93391	21.60412	-25.93039	MITRAL_VALVE	17001	1.0	12
-4.20504	38.01237	-57.79735	MITRAL_VALVE	17001	1.0	12
42.06291	-17.32586	-97.69028	APEX_POINT	17001	1.0	12
19.50832	41.38797	-40.86195	MITRAL_VALVE	16001	1.0	12
-0.13928	21.26682	-25.75470	MITRAL_VALVE	16001	1.0	12
-6.08613	-0.22112	-27.60667	AORTA_VALVE	16001	1.0	12
-3.31177	19.33212	-22.76697	AORTA_VALVE	16001	1.0	12
43.24008	-20.69391	-95.15313	APEX_POINT	16001	1.0	12
-16.31263	21.10311	-44.27813	MITRAL_VALVE	14001	1.0	12
19.70883	30.38212	-27.35105	MITRAL_VALVE	14001	1.0	12
-19.01504	12.70506	-56.72044	TRICUSPID_VALVE	14001	1.0	12
-45.80799	2.03139	-74.78240	TRICUSPID_VALVE	14001	1.0	12
42.31636	-19.97154	-98.21808	APEX_POINT	14001	1.0	12
-10.85433	-14.70004	-3.91592	PULMONARY_VALVE	22001	1.0	12
-10.50173	-0.97573	-12.71654	PULMONARY_VALVE	22001	1.0	12
-6.12964	2.87861	-29.84229	SAX_LV_ENDOCARDIAL	8001	1.0	12
-5.33758	2.87861	-29.23186	SAX_LV_ENDOCARDIAL	8001	1.0	12
-4.54551	2.87861	-28.62142	SAX_LV_ENDOCARDIAL	8001	1.0	12
-3.75345	2.87861	-28.01099	SAX_LV_ENDOCARDIAL	8001	1.0	12
-2.58369	3.66422	-27.89062	SAX_LV_ENDOCARDIAL	8001	1.0	12
-1.41393	4.44984	-27.77025	SAX_LV_ENDOCARDIAL	8001	1.0	12
-1.03625	5.23545	-28.26032	SAX_LV_ENDOCARDIAL	8001	1.0	12
-0.65856	6.02107	-28.75039	SAX_LV_ENDOCARDIAL	8001	1.0	12
0.51119	6.80667	-28.63002	SAX_LV_ENDOCARDIAL	8001	1.0	12
0.88887	7.59229	-29.12009	SAX_LV_ENDOCARDIAL	8001	1.0	12
2.05863	8.37790	-28.99972	SAX_LV_ENDOCARDIAL	8001	1.0	12
2.43631	9.16352	-29.48979	SAX_LV_ENDOCARDIAL	8001	1.0	12
3.60606	9.94913	-29.36942	SAX_LV_ENDOCARDIAL	8001	1.0	12
3.98376	10.73475	-29.85949	SAX_LV_ENDOCARDIAL	8001	1.0	12
5.15351	11.52036	-29.73912	SAX_LV_ENDOCARDIAL	8001	1.0	12
5.53119	12.30597	-30.22919	SAX_LV_ENDOCARDIAL	8001	1.0	12
6.70095	13.09158	-30.10882	SAX_LV_ENDOCARDIAL	8001	1.0	12
7.07863	13.87720	-30.59889	SAX_LV_ENDOCARDIAL	8001	1.0	12
