x	y	z	contour type	frameID	weight	time frame
3.07087	-1.04944	-18.84588	RV_INSERT	8001	2.0	2
-22.10703	25.66136	-64.80899	RV_INSERT	8001	2.0	2
6.42451	-14.15533	-31.67549	RV_INSERT	9001	2.0	2
-12.55028	17.07247	-77.34927	RV_INSERT	9001	2.0	2
0.86917	8.91683	-87.34162	RV_INSERT	10001	2.0	2
7.20313	-20.80789	-52.90449	RV_INSERT	10001	2.0	2
14.13561	-1.89341	-94.81291	RV_INSERT	11001	2.0	2
13.19147	-22.12880	-75.42026	RV_INSERT	11001	2.0	2
25.32715	-13.61391	-102.97997	RV_INSERT	12001	2.0	2
23.41552	-24.05352	-94.07301	RV_INSERT	12001	2.0	2
3.21053	25.74782	-18.55904	MITRAL_VALVE	17001	1.0	2
-8.46063	43.12346	-54.41378	MITRAL_VALVE	17001	1.0	2
42.35492	-17.58697	-99.12661	APEX_POINT	17001	1.0	2
16.06853	46.02385	-34.81297	MITRAL_VALVE	16001	1.0	2
-2.26027	26.94394	-20.84883	MITRAL_VALVE	16001	1.0	2
-11.52924	5.05646	-18.89355	AORTA_VALVE	16001	1.0	2
-7.11845	25.14092	-15.78973	AORTA_VALVE	16001	1.0	2
42.25344	-23.26114	-95.04405	APEX_POINT	16001	1.0	2
-19.67851	26.44938	-36.84680	MITRAL_VALVE	14001	1.0	2
15.61948	35.88697	-19.75931	MITRAL_VALVE	14001	1.0	2
-25.00415	15.55239	-53.16654	TRICUSPID_VALVE	14001	1.0	2
-64.25091	10.91793	-63.66667	TRICUSPID_VALVE	14001	1.0	2
39.49208	-21.45652	-100.64403	APEX_POINT	14001	1.0	2
-11.72271	-13.81950	2.07276	PULMONARY_VALVE	22001	1.0	2
-11.13816	4.01630	-10.29351	PULMONARY_VALVE	22001	1.0	2
-10.50436	3.66421	-33.99496	SAX_LV_ENDOCARDIAL	8001	1.0	2
-9.71229	3.66422	-33.38453	SAX_LV_ENDOCARDIAL	8001	1.0	2
-8.92022	3.66422	-32.77409	SAX_LV_ENDOCARDIAL	8001	1.0	2
-8.12816	3.66422	-32.16366	SAX_LV_ENDOCARDIAL	8001	1.0	2
-7.33609	3.66421	-31.55322	SAX_LV_ENDOCARDIAL	8001	1.0	2
-6.16634	4.44983	-31.43285	SAX_LV_ENDOCARDIAL	8001	1.0	2
-5.37427	4.44983	-30.82242	SAX_LV_ENDOCARDIAL	8001	1.0	2
-4.58220	4.44983	-30.21199	SAX_LV_ENDOCARDIAL	8001	1.0	2
-3.79013	4.44983	-29.60155	SAX_LV_ENDOCARDIAL	8001	1.0	2
-2.99807	4.44983	-28.99112	SAX_LV_ENDOCARDIAL	8001	1.0	2
-1.82831	5.23545	-28.87075	SAX_LV_ENDOCARDIAL	8001	1.0	2
-1.03625	5.23545	-28.26032	SAX_LV_ENDOCARDIAL	8001	1.0	2
-0.24419	5.23545	-27.64989	SAX_LV_ENDOCARDIAL	8001	1.0	2
0.54788	5.23545	-27.03945	SAX_LV_ENDOCARDIAL	8001	1.0	2
1.71764	6.02106	-26.91908	SAX_LV_ENDOCARDIAL	8001	1.0	2
2.50971	6.02107	-26.30865	SAX_LV_ENDOCARDIAL	8001	1.0	2
3.30177	6.02107	-25.69822	SAX_LV_ENDOCARDIAL	8001	1.0	2
4.47152	6.80668	-25.57785	SAX_LV_ENDOCARDIAL	8001	1.0	2
5.26359	6.80668	-24.96741	SAX_LV_ENDOCARDIAL	8001	1.0	2
6.05566	6.80668	-24.35698	SAX_LV_ENDOCARDIAL	8001	1.0	2
7.22542	7.59230	-24.23661	SAX_LV_ENDOCARDIAL	8001	1.0	2
8.01748	7.59229	-23.62618	SAX_LV_ENDOCARDIAL	8001	1.0	2
9.18723	8.37790	-23.50581	SAX_LV_ENDOCARDIAL	8001	1.0	2
9.97929	8.37791	-22.89538	SAX_LV_ENDOCARDIAL	8001	1.0	2
11.14906	9.16353	-22.77501	SAX_LV_ENDOCARDIAL	8001	1.0	2
11.94112	9.16353	-22.16458	SAX_LV_ENDOCARDIAL	8001	1.0	2
13.11087	9.94913	-22.04421	SAX_LV_ENDOCARDIAL	8001	1.0	2
14.28063	10.73475	-21.92384	SAX_LV_ENDOCARDIAL	8001	1.0	2
15.45038	11.52037	-21.80348	SAX_LV_ENDOCARDIAL	8001	1.0	2
