x	y	z	contour type	frameID	weight	time frame
5.06937	-1.83506	-16.52451	RV_INSERT	8001	2.0	21
-23.58108	20.94768	-61.25815	RV_INSERT	8001	2.0	21
8.39387	-13.36153	-30.94702	RV_INSERT	9001	2.0	21
-13.93731	15.84422	-77.19697	RV_INSERT	9001	2.0	21
-0.44121	7.54128	-86.98379	RV_INSERT	10001	2.0	21
9.23717	-19.59564	-52.54224	RV_INSERT	10001	2.0	21
12.94850	-2.96843	-94.65889	RV_INSERT	11001	2.0	21
14.63827	-21.89742	-74.53529	RV_INSERT	11001	2.0	21
24.12142	-16.23502	-101.30300	RV_INSERT	12001	2.0	21
23.10625	-24.04064	-94.32416	RV_INSERT	12001	2.0	21
5.55545	22.60812	-16.07716	MITRAL_VALVE	17001	1.0	21
-6.69576	40.84171	-53.63853	MITRAL_VALVE	17001	1.0	21
41.06993	-15.81284	-101.20714	APEX_POINT	17001	1.0	21
17.37339	43.85410	-37.27916	MITRAL_VALVE	16001	1.0	21
-4.05150	21.84871	-20.83208	MITRAL_VALVE	16001	1.0	21
-10.49745	0.50305	-22.02766	AORTA_VALVE	16001	1.0	21
-7.86527	20.93442	-16.65150	AORTA_VALVE	16001	1.0	21
43.75375	-21.00381	-95.89690	APEX_POINT	16001	1.0	21
-19.64139	25.24661	-38.58797	MITRAL_VALVE	14001	1.0	21
16.87765	36.86504	-18.21942	MITRAL_VALVE	14001	1.0	21
-24.61431	15.92980	-52.58155	TRICUSPID_VALVE	14001	1.0	21
-61.20169	8.85755	-66.36199	TRICUSPID_VALVE	14001	1.0	21
39.92263	-21.55838	-100.75035	APEX_POINT	14001	1.0	21
-11.81841	-13.14165	2.47001	PULMONARY_VALVE	22001	1.0	21
-11.22646	-0.59913	-7.55652	PULMONARY_VALVE	22001	1.0	21
-13.97692	-0.26385	-32.76549	SAX_LV_ENDOCARDIAL	8001	1.0	21
-13.18486	-0.26385	-32.15506	SAX_LV_ENDOCARDIAL	8001	1.0	21
-12.39279	-0.26385	-31.54462	SAX_LV_ENDOCARDIAL	8001	1.0	21
-11.60072	-0.26385	-30.93419	SAX_LV_ENDOCARDIAL	8001	1.0	21
-10.80866	-0.26385	-30.32376	SAX_LV_ENDOCARDIAL	8001	1.0	21
-10.01658	-0.26385	-29.71332	SAX_LV_ENDOCARDIAL	8001	1.0	21
-8.84684	0.52177	-29.59296	SAX_LV_ENDOCARDIAL	8001	1.0	21
-8.05476	0.52177	-28.98252	SAX_LV_ENDOCARDIAL	8001	1.0	21
-7.26270	0.52177	-28.37209	SAX_LV_ENDOCARDIAL	8001	1.0	21
-6.47063	0.52176	-27.76165	SAX_LV_ENDOCARDIAL	8001	1.0	21
-5.30088	1.30738	-27.64129	SAX_LV_ENDOCARDIAL	8001	1.0	21
-4.50881	1.30738	-27.03085	SAX_LV_ENDOCARDIAL	8001	1.0	21
-3.71674	1.30739	-26.42042	SAX_LV_ENDOCARDIAL	8001	1.0	21
-2.54699	2.09300	-26.30005	SAX_LV_ENDOCARDIAL	8001	1.0	21
-1.75493	2.09300	-25.68962	SAX_LV_ENDOCARDIAL	8001	1.0	21
-0.58517	2.87861	-25.56925	SAX_LV_ENDOCARDIAL	8001	1.0	21
0.20690	2.87862	-24.95882	SAX_LV_ENDOCARDIAL	8001	1.0	21
1.37665	3.66423	-24.83845	SAX_LV_ENDOCARDIAL	8001	1.0	21
2.16871	3.66423	-24.22802	SAX_LV_ENDOCARDIAL	8001	1.0	21
3.33846	4.44984	-24.10765	SAX_LV_ENDOCARDIAL	8001	1.0	21
4.13053	4.44984	-23.49721	SAX_LV_ENDOCARDIAL	8001	1.0	21
5.30029	5.23546	-23.37685	SAX_LV_ENDOCARDIAL	8001	1.0	21
6.47004	6.02107	-23.25648	SAX_LV_ENDOCARDIAL	8001	1.0	21
7.26210	6.02107	-22.64605	SAX_LV_ENDOCARDIAL	8001	1.0	21
8.43186	6.80668	-22.52568	SAX_LV_ENDOCARDIAL	8001	1.0	21
9.22392	6.80669	-21.91525	SAX_LV_ENDOCARDIAL	8001	1.0	21
10.39368	7.59230	-21.79488	SAX_LV_ENDOCARDIAL	8001	1.0	21
11.18575	7.59230	-21.18444	SAX_LV_ENDOCARDIAL	8001	1.0	21
12.35550	8.37791	-21.06408	SAX_LV_ENDOCARDIAL	8001	1.0	21
13.14757	8.37791	-20.45364	SAX_LV_ENDOCARDIAL	8001	1.0	21
14.31731	9.16353	-20.33328	SAX_LV_ENDOCARDIAL	8001	1.0	21
15.10939	9.16353	-19.72284	SAX_LV_ENDOCARDIAL	8001	1.0	21
16.27914	9.94914	-19.60248	SAX_LV_ENDOCARDIAL	8001	1.0	21
17.07121	9.94914	-18.99204	SAX_LV_ENDOCARDIAL	8001	1.0	21
18.24096	10.73475	-18.87167	SAX_LV_ENDOCARDIAL	8001	1.0	21
19.41071	11.52037	-18.75131	SAX_LV_ENDOCARDIAL	8001	1.0	21
20.20278	11.52037	-18.14087	SAX_LV_ENDOCARDIAL	8001	1.0	21
21.37253	12.30599	-18.02051	SAX_LV_ENDOCARDIAL	8001	1.0	21
22.54228	13.09160	-17.90014	SAX_LV_ENDOCARDIAL	8001	1.0	21
23.33435	13.09160	-17.28971	SAX_LV_ENDOCARDIAL	8001	1.0	21
23.71204	13.87721	-17.77977	SAX_LV_ENDOCARDIAL	8001	1.0	21
24.88179	14.66283	-17.65941	SAX_LV_ENDOCARDIAL	8001	1.0	21
26.05154	15.44844	-17.53904	SAX_LV_ENDOCARDIAL	8001	1.0	21
26.42923	16.23406	-18.02911	SAX_LV_ENDOCARDIAL	8001	1.0	21
27.59898	17.01967	-17.90874	SAX_LV_ENDOCARDIAL	8001	1.0	21
27.97666	17.80528	-18.39881	SAX_LV_ENDOCARDIAL	8001	1.0	21
29.14643	18.59090	-18.27844	SAX_LV_ENDOCARDIAL	8001	1.0	21
29.52410	19.37651	-18.76851	SAX_LV_ENDOCARDIAL	8001	1.0	21
30.69386	20.16212	-18.64814	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.07155	20.94774	-19.13821	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.44924	21.73335	-19.62827	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.82692	22.51896	-20.11834	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.20461	23.30458	-20.60841	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.58229	24.09018	-21.09847	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.95998	24.87580	-21.58854	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.33766	25.66141	-22.07861	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.92329	26.44703	-23.17911	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.30096	27.23264	-23.66918	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.67865	28.01825	-24.15924	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.26428	28.80386	-25.25974	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.64196	29.58947	-25.74981	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.22758	30.37508	-26.85031	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.81320	31.16070	-27.95081	SAX_LV_ENDOCARDIAL	8001	1.0	21
33.19089	31.94632	-28.44088	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.77651	32.73193	-29.54138	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.36212	33.51753	-30.64188	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.94774	34.30314	-31.74238	SAX_LV_ENDOCARDIAL	8001	1.0	21
32.32543	35.08876	-32.23245	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.91105	35.87437	-33.33295	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.49667	36.65999	-34.43345	SAX_LV_ENDOCARDIAL	8001	1.0	21
31.08229	37.44560	-35.53395	SAX_LV_ENDOCARDIAL	8001	1.0	21
30.66790	38.23121	-36.63445	SAX_LV_ENDOCARDIAL	8001	1.0	21
30.25352	39.01682	-37.73495	SAX_LV_ENDOCARDIAL	8001	1.0	21
29.83914	39.80244	-38.83546	SAX_LV_ENDOCARDIAL	8001	1.0	21
29.42475	40.58805	-39.93596	SAX_LV_ENDOCARDIAL	8001	1.0	21
29.01037	41.37366	-41.03646	SAX_LV_ENDOCARDIAL	8001	1.0	21
28.59600	42.15927	-42.13696	SAX_LV_ENDOCARDIAL	8001	1.0	21
27.80393	42.15927	-42.74739	SAX_LV_ENDOCARDIAL	8001	1.0	21
27.38955	42.94488	-43.84789	SAX_LV_ENDOCARDIAL	8001	1.0	21
26.59749	42.94489	-44.45833	SAX_LV_ENDOCARDIAL	8001	1.0	21
26.18310	43.73049	-45.55883	SAX_LV_ENDOCARDIAL	8001	1.0	21
25.39104	43.73049	-46.16926	SAX_LV_ENDOCARDIAL	8001	1.0	21
24.59897	43.73050	-46.77970	SAX_LV_ENDOCARDIAL	8001	1.0	21
24.18459	44.51611	-47.88020	SAX_LV_ENDOCARDIAL	8001	1.0	21
23.39252	44.51610	-48.49063	SAX_LV_ENDOCARDIAL	8001	1.0	21
22.60045	44.51611	-49.10107	SAX_LV_ENDOCARDIAL	8001	1.0	21
21.80839	44.51610	-49.71150	SAX_LV_ENDOCARDIAL	8001	1.0	21
21.01632	44.51610	-50.32193	SAX_LV_ENDOCARDIAL	8001	1.0	21
20.60194	45.30171	-51.42243	SAX_LV_ENDOCARDIAL	8001	1.0	21
19.80987	45.30171	-52.03287	SAX_LV_ENDOCARDIAL	8001	1.0	21
19.01781	45.30171	-52.64330	SAX_LV_ENDOCARDIAL	8001	1.0	21
18.22574	45.30172	-53.25374	SAX_LV_ENDOCARDIAL	8001	1.0	21
17.43366	45.30171	-53.86417	SAX_LV_ENDOCARDIAL	8001	1.0	21
16.64160	45.30171	-54.47460	SAX_LV_ENDOCARDIAL	8001	1.0	21
15.84953	45.30171	-55.08504	SAX_LV_ENDOCARDIAL	8001	1.0	21
14.67978	44.51610	-55.20541	SAX_LV_ENDOCARDIAL	8001	1.0	21
13.88772	44.51610	-55.81584	SAX_LV_ENDOCARDIAL	8001	1.0	21
13.09565	44.51609	-56.42627	SAX_LV_ENDOCARDIAL	8001	1.0	21
12.30358	44.51609	-57.03671	SAX_LV_ENDOCARDIAL	8001	1.0	21
11.13383	43.73047	-57.15707	SAX_LV_ENDOCARDIAL	8001	1.0	21
10.34176	43.73048	-57.76751	SAX_LV_ENDOCARDIAL	8001	1.0	21
9.54970	43.73048	-58.37794	SAX_LV_ENDOCARDIAL	8001	1.0	21
8.37994	42.94486	-58.49831	SAX_LV_ENDOCARDIAL	8001	1.0	21
7.58788	42.94486	-59.10874	SAX_LV_ENDOCARDIAL	8001	1.0	21
6.41812	42.15925	-59.22911	SAX_LV_ENDOCARDIAL	8001	1.0	21
5.62606	42.15925	-59.83954	SAX_LV_ENDOCARDIAL	8001	1.0	21
4.45631	41.37364	-59.95991	SAX_LV_ENDOCARDIAL	8001	1.0	21
3.66423	41.37364	-60.57035	SAX_LV_ENDOCARDIAL	8001	1.0	21
2.49448	40.58801	-60.69071	SAX_LV_ENDOCARDIAL	8001	1.0	21
1.32473	39.80241	-60.81108	SAX_LV_ENDOCARDIAL	8001	1.0	21
0.53266	39.80240	-61.42151	SAX_LV_ENDOCARDIAL	8001	1.0	21
-0.63709	39.01679	-61.54188	SAX_LV_ENDOCARDIAL	8001	1.0	21
-1.80685	38.23118	-61.66225	SAX_LV_ENDOCARDIAL	8001	1.0	21
-2.97660	37.44557	-61.78262	SAX_LV_ENDOCARDIAL	8001	1.0	21
-4.14635	36.65995	-61.90298	SAX_LV_ENDOCARDIAL	8001	1.0	21
-5.31611	35.87434	-62.02335	SAX_LV_ENDOCARDIAL	8001	1.0	21
-6.48586	35.08873	-62.14372	SAX_LV_ENDOCARDIAL	8001	1.0	21
-6.86355	34.30311	-61.65365	SAX_LV_ENDOCARDIAL	8001	1.0	21
-8.03330	33.51750	-61.77402	SAX_LV_ENDOCARDIAL	8001	1.0	21
-9.20305	32.73188	-61.89438	SAX_LV_ENDOCARDIAL	8001	1.0	21
-10.37280	31.94627	-62.01475	SAX_LV_ENDOCARDIAL	8001	1.0	21
-10.75048	31.16066	-61.52468	SAX_LV_ENDOCARDIAL	8001	1.0	21
-11.92024	30.37504	-61.64505	SAX_LV_ENDOCARDIAL	8001	1.0	21
-12.29793	29.58943	-61.15498	SAX_LV_ENDOCARDIAL	8001	1.0	21
-13.46768	28.80381	-61.27535	SAX_LV_ENDOCARDIAL	8001	1.0	21
-13.84536	28.01820	-60.78528	SAX_LV_ENDOCARDIAL	8001	1.0	21
-14.22306	27.23259	-60.29522	SAX_LV_ENDOCARDIAL	8001	1.0	21
-14.60074	26.44698	-59.80515	SAX_LV_ENDOCARDIAL	8001	1.0	21
-14.97842	25.66136	-59.31508	SAX_LV_ENDOCARDIAL	8001	1.0	21
-15.35611	24.87574	-58.82501	SAX_LV_ENDOCARDIAL	8001	1.0	21
-15.73380	24.09014	-58.33495	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.11148	23.30452	-57.84488	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.48917	22.51891	-57.35481	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.07479	21.73330	-56.25431	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.45248	20.94769	-55.76425	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.83016	20.16207	-55.27418	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.20785	19.37646	-54.78411	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.79346	18.59085	-53.68361	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.17115	17.80523	-53.19354	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.54883	17.01963	-52.70348	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.13446	16.23401	-51.60298	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.51214	15.44840	-51.11291	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.88982	14.66279	-50.62284	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.47545	13.87717	-49.52234	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.85313	13.09155	-49.03227	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.43875	12.30594	-47.93177	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.81644	11.52034	-47.44171	SAX_LV_ENDOCARDIAL	8001	1.0	21
-18.19413	10.73472	-46.95164	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.77975	9.94911	-45.85114	SAX_LV_ENDOCARDIAL	8001	1.0	21
-18.15742	9.16350	-45.36107	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.74304	8.37789	-44.26057	SAX_LV_ENDOCARDIAL	8001	1.0	21
-18.12073	7.59227	-43.77050	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.70635	6.80666	-42.67000	SAX_LV_ENDOCARDIAL	8001	1.0	21
-18.08403	6.02104	-42.17993	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.66965	5.23543	-41.07943	SAX_LV_ENDOCARDIAL	8001	1.0	21
-18.04735	4.44982	-40.58937	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.63297	3.66421	-39.48887	SAX_LV_ENDOCARDIAL	8001	1.0	21
-17.21858	2.87860	-38.38837	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.80420	2.09298	-37.28786	SAX_LV_ENDOCARDIAL	8001	1.0	21
-16.38982	1.30736	-36.18736	SAX_LV_ENDOCARDIAL	8001	1.0	21
-15.97544	0.52176	-35.08686	SAX_LV_ENDOCARDIAL	8001	1.0	21
-15.18338	0.52176	-34.47643	SAX_LV_ENDOCARDIAL	8001	1.0	21
-14.39130	0.52176	-33.86599	SAX_LV_ENDOCARDIAL	8001	1.0	21
-22.41132	21.73329	-61.13778	SAX_LV_EPICARDIAL	8001	1.0	21
-22.82571	22.51891	-62.23829	SAX_LV_EPICARDIAL	8001	1.0	21
-22.44802	23.30452	-62.72835	SAX_LV_EPICARDIAL	8001	1.0	21
-21.27826	24.09014	-62.60799	SAX_LV_EPICARDIAL	8001	1.0	21
-20.90057	24.87575	-63.09805	SAX_LV_EPICARDIAL	8001	1.0	21
-20.52289	25.66136	-63.58812	SAX_LV_EPICARDIAL	8001	1.0	21
