x	y	z	contour type	frameID	weight	time frame
8.15798	-1.78007	-14.19884	RV_INSERT	8001	1.0	0
-23.69743	22.57389	-62.96478	RV_INSERT	8001	1.0	0
8.22669	-15.12520	-29.32223	RV_INSERT	9001	1.0	0
-11.77490	15.55332	-75.24119	RV_INSERT	9001	1.0	0
0.61188	6.15037	-84.78918	RV_INSERT	10001	1.0	0
6.00591	-22.20409	-52.43891	RV_INSERT	10001	1.0	0
14.14415	-3.94140	-92.76998	RV_INSERT	11001	1.0	0
14.27522	-23.71097	-73.01185	RV_INSERT	11001	1.0	0
22.60630	-16.91564	-101.79394	RV_INSERT	12001	1.0	0
21.61976	-25.00507	-94.51084	RV_INSERT	12001	1.0	0
4.11541	24.52437	-17.44170	MITRAL_VALVE	17001	1.0	0
-7.08917	41.23366	-52.24323	MITRAL_VALVE	17001	1.0	0
42.27413	-17.22464	-102.62798	APEX_POINT	17001	1.0	0
15.08581	45.94288	-33.67123	MITRAL_VALVE	16001	1.0	0
-2.88242	26.30539	-20.37104	MITRAL_VALVE	16001	1.0	0
-12.88672	3.99797	-17.71137	AORTA_VALVE	16001	1.0	0
-7.76920	24.75334	-15.17302	AORTA_VALVE	16001	1.0	0
42.30638	-22.43908	-94.76439	APEX_POINT	16001	1.0	0
-18.50627	27.72602	-34.88209	MITRAL_VALVE	14001	1.0	0
12.57557	37.17922	-18.17774	MITRAL_VALVE	14001	1.0	0
-27.67343	16.40282	-52.18982	TRICUSPID_VALVE	14001	1.0	0
-62.71626	15.38484	-57.03927	TRICUSPID_VALVE	14001	1.0	0
36.75793	-21.50483	-100.97727	APEX_POINT	14001	1.0	0
-12.40108	-12.34504	6.39521	PULMONARY_VALVE	22001	1.0	0
-11.58265	2.37995	-6.28416	PULMONARY_VALVE	22001	1.0	0
-12.13146	2.14797	-33.74132	SAX_LV_ENDOCARDIAL	8001	1.0	0
-11.33939	2.14797	-33.13089	SAX_LV_ENDOCARDIAL	8001	1.0	0
-10.54733	2.14797	-32.52046	SAX_LV_ENDOCARDIAL	8001	1.0	0
-9.75526	2.14797	-31.91002	SAX_LV_ENDOCARDIAL	8001	1.0	0
-8.96319	2.14797	-31.29959	SAX_LV_ENDOCARDIAL	8001	1.0	0
-8.17113	2.14797	-30.68915	SAX_LV_ENDOCARDIAL	8001	1.0	0
-7.37906	2.14797	-30.07872	SAX_LV_ENDOCARDIAL	8001	1.0	0
-6.58699	2.14798	-29.46829	SAX_LV_ENDOCARDIAL	8001	1.0	0
-5.79493	2.14798	-28.85785	SAX_LV_ENDOCARDIAL	8001	1.0	0
-5.00286	2.14798	-28.24742	SAX_LV_ENDOCARDIAL	8001	1.0	0
-4.21079	2.14798	-27.63698	SAX_LV_ENDOCARDIAL	8001	1.0	0
-3.04104	2.93359	-27.51662	SAX_LV_ENDOCARDIAL	8001	1.0	0
-2.24897	2.93359	-26.90618	SAX_LV_ENDOCARDIAL	8001	1.0	0
-1.45690	2.93359	-26.29575	SAX_LV_ENDOCARDIAL	8001	1.0	0
-0.66484	2.93359	-25.68532	SAX_LV_ENDOCARDIAL	8001	1.0	0
0.50492	3.71921	-25.56495	SAX_LV_ENDOCARDIAL	8001	1.0	0
1.29698	3.71921	-24.95451	SAX_LV_ENDOCARDIAL	8001	1.0	0
2.08905	3.71921	-24.34408	SAX_LV_ENDOCARDIAL	8001	1.0	0
2.88112	3.71921	-23.73365	SAX_LV_ENDOCARDIAL	8001	1.0	0
4.05087	4.50482	-23.61328	SAX_LV_ENDOCARDIAL	8001	1.0	0
4.84294	4.50482	-23.00284	SAX_LV_ENDOCARDIAL	8001	1.0	0
5.63500	4.50483	-22.39241	SAX_LV_ENDOCARDIAL	8001	1.0	0
6.80476	5.29044	-22.27204	SAX_LV_ENDOCARDIAL	8001	1.0	0
7.59682	5.29044	-21.66161	SAX_LV_ENDOCARDIAL	8001	1.0	0
8.38889	5.29044	-21.05118	SAX_LV_ENDOCARDIAL	8001	1.0	0
9.18096	5.29044	-20.44074	SAX_LV_ENDOCARDIAL	8001	1.0	0
9.97303	5.29044	-19.83031	SAX_LV_ENDOCARDIAL	8001	1.0	0
11.14278	6.07606	-19.70994	SAX_LV_ENDOCARDIAL	8001	1.0	0
11.93484	6.07606	-19.09951	SAX_LV_ENDOCARDIAL	8001	1.0	0
12.72691	6.07606	-18.48907	SAX_LV_ENDOCARDIAL	8001	1.0	0
13.51898	6.07606	-17.87864	SAX_LV_ENDOCARDIAL	8001	1.0	0
14.31105	6.07606	-17.26820	SAX_LV_ENDOCARDIAL	8001	1.0	0
15.10311	6.07606	-16.65777	SAX_LV_ENDOCARDIAL	8001	1.0	0
16.27287	6.86167	-16.53740	SAX_LV_ENDOCARDIAL	8001	1.0	0
17.44262	7.64729	-16.41704	SAX_LV_ENDOCARDIAL	8001	1.0	0
18.23469	7.64729	-15.80660	SAX_LV_ENDOCARDIAL	8001	1.0	0
19.40444	8.43290	-15.68624	SAX_LV_ENDOCARDIAL	8001	1.0	0
