x	y	z	contour type	frameID	weight	time frame
-23.55065	16.28899	-56.60251	RV_INSERT	8001	1.0	15
-11.53361	-6.49377	-24.68798	RV_INSERT	8001	1.0	15
9.85161	-13.34572	-29.83928	RV_INSERT	9001	1.0	15
-13.21817	13.22109	-74.03453	RV_INSERT	9001	1.0	15
-0.05825	4.59185	-83.75600	RV_INSERT	10001	1.0	15
9.19071	-20.47234	-51.70633	RV_INSERT	10001	1.0	15
14.11688	-5.25150	-91.48835	RV_INSERT	11001	1.0	15
14.57294	-22.24437	-74.24067	RV_INSERT	11001	1.0	15
24.82193	-17.38992	-99.61480	RV_INSERT	12001	1.0	15
24.15907	-24.55637	-92.99998	RV_INSERT	12001	1.0	15
5.20393	23.50582	-22.18859	MITRAL_VALVE	17001	1.0	15
-5.24956	39.31133	-57.56443	MITRAL_VALVE	17001	1.0	15
43.77165	-19.17709	-101.75047	APEX_POINT	17001	1.0	15
17.05004	43.03577	-37.23382	MITRAL_VALVE	16001	1.0	15
0.25742	23.98344	-25.09575	MITRAL_VALVE	16001	1.0	15
-8.88096	2.74486	-23.02595	AORTA_VALVE	16001	1.0	15
-4.89054	21.24714	-20.07942	AORTA_VALVE	16001	1.0	15
42.59660	-23.00636	-95.34825	APEX_POINT	16001	1.0	15
-20.84336	25.12290	-38.88311	MITRAL_VALVE	14001	1.0	15
15.01415	35.18063	-20.84219	MITRAL_VALVE	14001	1.0	15
-25.02356	13.70947	-55.84174	TRICUSPID_VALVE	14001	1.0	15
-57.71306	5.91363	-70.29666	TRICUSPID_VALVE	14001	1.0	15
40.50940	-20.88218	-99.71298	APEX_POINT	14001	1.0	15
-11.32551	-15.20851	-0.22045	PULMONARY_VALVE	22001	1.0	15
-10.79167	0.76443	-11.37112	PULMONARY_VALVE	22001	1.0	15
-14.77526	-3.35132	-30.31085	SAX_LV_ENDOCARDIAL	8001	1.0	15
-13.98320	-3.35132	-29.70042	SAX_LV_ENDOCARDIAL	8001	1.0	15
-12.81344	-2.56571	-29.58005	SAX_LV_ENDOCARDIAL	8001	1.0	15
-11.64369	-1.78009	-29.45969	SAX_LV_ENDOCARDIAL	8001	1.0	15
-10.47394	-0.99448	-29.33932	SAX_LV_ENDOCARDIAL	8001	1.0	15
-9.30418	-0.20886	-29.21895	SAX_LV_ENDOCARDIAL	8001	1.0	15
-8.92650	0.57675	-29.70902	SAX_LV_ENDOCARDIAL	8001	1.0	15
-7.75675	1.36236	-29.58865	SAX_LV_ENDOCARDIAL	8001	1.0	15
-6.58699	2.14798	-29.46829	SAX_LV_ENDOCARDIAL	8001	1.0	15
-5.41724	2.93359	-29.34792	SAX_LV_ENDOCARDIAL	8001	1.0	15
-4.62517	2.93359	-28.73749	SAX_LV_ENDOCARDIAL	8001	1.0	15
-3.45542	3.71920	-28.61712	SAX_LV_ENDOCARDIAL	8001	1.0	15
-2.28567	4.50482	-28.49675	SAX_LV_ENDOCARDIAL	8001	1.0	15
-1.11591	5.29043	-28.37638	SAX_LV_ENDOCARDIAL	8001	1.0	15
0.05384	6.07605	-28.25602	SAX_LV_ENDOCARDIAL	8001	1.0	15
1.22359	6.86166	-28.13565	SAX_LV_ENDOCARDIAL	8001	1.0	15
2.01566	6.86166	-27.52522	SAX_LV_ENDOCARDIAL	8001	1.0	15
3.18541	7.64727	-27.40485	SAX_LV_ENDOCARDIAL	8001	1.0	15
4.35517	8.43289	-27.28448	SAX_LV_ENDOCARDIAL	8001	1.0	15
5.52492	9.21850	-27.16411	SAX_LV_ENDOCARDIAL	8001	1.0	15
6.31699	9.21850	-26.55368	SAX_LV_ENDOCARDIAL	8001	1.0	15
7.48674	10.00412	-26.43331	SAX_LV_ENDOCARDIAL	8001	1.0	15
8.65649	10.78973	-26.31295	SAX_LV_ENDOCARDIAL	8001	1.0	15
9.44856	10.78973	-25.70251	SAX_LV_ENDOCARDIAL	8001	1.0	15
10.61831	11.57534	-25.58215	SAX_LV_ENDOCARDIAL	8001	1.0	15
11.41038	11.57535	-24.97171	SAX_LV_ENDOCARDIAL	8001	1.0	15
12.58013	12.36096	-24.85134	SAX_LV_ENDOCARDIAL	8001	1.0	15
13.74989	13.14657	-24.73098	SAX_LV_ENDOCARDIAL	8001	1.0	15
14.54195	13.14657	-24.12054	SAX_LV_ENDOCARDIAL	8001	1.0	15
15.71170	13.93219	-24.00018	SAX_LV_ENDOCARDIAL	8001	1.0	15
16.50377	13.93219	-23.38974	SAX_LV_ENDOCARDIAL	8001	1.0	15
17.67353	14.71780	-23.26938	SAX_LV_ENDOCARDIAL	8001	1.0	15
18.46559	14.71780	-22.65894	SAX_LV_ENDOCARDIAL	8001	1.0	15
19.63534	15.50342	-22.53858	SAX_LV_ENDOCARDIAL	8001	1.0	15
20.80510	16.28903	-22.41821	SAX_LV_ENDOCARDIAL	8001	1.0	15
21.97485	17.07464	-22.29784	SAX_LV_ENDOCARDIAL	8001	1.0	15
22.76692	17.07464	-21.68741	SAX_LV_ENDOCARDIAL	8001	1.0	15
23.93667	17.86026	-21.56704	SAX_LV_ENDOCARDIAL	8001	1.0	15
25.10642	18.64587	-21.44667	SAX_LV_ENDOCARDIAL	8001	1.0	15
25.48411	19.43149	-21.93674	SAX_LV_ENDOCARDIAL	8001	1.0	15
26.65386	20.21710	-21.81637	SAX_LV_ENDOCARDIAL	8001	1.0	15
27.82362	21.00271	-21.69601	SAX_LV_ENDOCARDIAL	8001	1.0	15
28.99337	21.78833	-21.57564	SAX_LV_ENDOCARDIAL	8001	1.0	15
30.16312	22.57394	-21.45527	SAX_LV_ENDOCARDIAL	8001	1.0	15
30.54081	23.35955	-21.94534	SAX_LV_ENDOCARDIAL	8001	1.0	15
30.91849	24.14517	-22.43541	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.29618	24.93078	-22.92547	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.67387	25.71639	-23.41554	SAX_LV_ENDOCARDIAL	8001	1.0	15
32.05155	26.50201	-23.90561	SAX_LV_ENDOCARDIAL	8001	1.0	15
32.42924	27.28762	-24.39567	SAX_LV_ENDOCARDIAL	8001	1.0	15
32.01486	28.07323	-25.49617	SAX_LV_ENDOCARDIAL	8001	1.0	15
32.39254	28.85884	-25.98624	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.97816	29.64446	-27.08674	SAX_LV_ENDOCARDIAL	8001	1.0	15
32.35585	30.43007	-27.57681	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.94147	31.21568	-28.67731	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.52709	32.00129	-29.77781	SAX_LV_ENDOCARDIAL	8001	1.0	15
31.11271	32.78691	-30.87831	SAX_LV_ENDOCARDIAL	8001	1.0	15
30.69832	33.57252	-31.97881	SAX_LV_ENDOCARDIAL	8001	1.0	15
30.28394	34.35813	-33.07931	SAX_LV_ENDOCARDIAL	8001	1.0	15
29.86956	35.14374	-34.17982	SAX_LV_ENDOCARDIAL	8001	1.0	15
29.45518	35.92935	-35.28032	SAX_LV_ENDOCARDIAL	8001	1.0	15
29.04080	36.71497	-36.38082	SAX_LV_ENDOCARDIAL	8001	1.0	15
28.62642	37.50058	-37.48132	SAX_LV_ENDOCARDIAL	8001	1.0	15
28.21204	38.28619	-38.58182	SAX_LV_ENDOCARDIAL	8001	1.0	15
27.79766	39.07180	-39.68232	SAX_LV_ENDOCARDIAL	8001	1.0	15
27.38328	39.85742	-40.78282	SAX_LV_ENDOCARDIAL	8001	1.0	15
26.59121	39.85741	-41.39326	SAX_LV_ENDOCARDIAL	8001	1.0	15
26.17683	40.64303	-42.49376	SAX_LV_ENDOCARDIAL	8001	1.0	15
